350,0
350,0
351,0
351,0
352,0
352,0
353,2e-07
353,2.8e-06
354,1.97e-05
354,6.2e-06
355,1.6e-06
355,2.5e-06
356,2.73e-05
356,4.2e-05
357,1.06e-05
357,5.9e-06
358,8.6e-06
358,4.35e-05
359,9.89e-05
359,0.0004568
360,0.0002206
360,0.0002481
361,2.2e-06
361,2e-07
362,0
362,0
363,0
363,0
364,0
364,2e-07
365,5e-07
365,1e-07
366,3e-07
366,0
367,0
367,0
368,0
368,0
369,0
369,0
370,0
370,0
371,0
371,0
372,0
372,0
373,0
373,0
374,0
374,0
375,0
375,0
376,0
376,0
377,0
377,0
378,0
378,0
379,0
379,0
380,0
380,0
381,0
381,0
382,1e-07
382,4e-07
383,0
383,0
384,0
384,0
385,0
385,0
386,0
386,0
387,0
387,0
388,0
388,0
389,0
389,0
390,0
390,0
391,0
391,0
392,0
392,0
393,0
393,2e-07
394,0
394,0
395,0
395,0
396,0
396,0
397,0
397,0
398,0
398,0
399,0
399,0
400,0
400,1e-07
401,1e-07
401,1e-07
402,1e-07
402,1.1e-06
403,1e-07
403,0
404,0
404,0
405,0
405,0
406,0
406,0
407,0
407,0
408,0
408,1e-07
409,0
409,0
410,0
410,0
411,0
411,0
412,0
412,0
413,0
413,0
414,0
414,0
415,0
415,0
416,0
416,0
417,0
417,0
418,0
418,0
419,0
419,0
420,0
420,0
421,0
421,0
422,0
422,0
423,0
423,0
424,0
424,0
425,0
425,0
426,0
426,0
427,0
427,0
428,0
428,0
429,0
429,0
430,0
430,0
431,0
431,0
432,0
432,0
433,0
433,0
434,0
434,0
435,0
435,0
436,0
436,0
437,0
437,0
438,0
438,0
439,0
439,0
440,0
440,0
441,0
441,0
442,0
442,0
443,0
443,0
444,0
444,0
445,0
445,0
446,0
446,0
447,0
447,5e-07
448,6.8e-06
448,6.5e-06
449,1e-06
449,2e-07
450,1e-07
450,1e-07
451,0
451,0
452,1e-07
452,1e-07
453,1e-07
453,1e-07
454,1e-07
454,2e-07
455,2e-07
455,2e-07
456,4e-07
456,6e-07
457,1.4e-06
457,3.8e-06
458,1.95e-05
458,0.0005319
459,2.51e-05
459,7.9e-06
460,3.8e-06
460,2.2e-06
461,1.3e-06
461,9e-07
462,6e-07
462,4e-07
463,3e-07
463,3e-07
464,2e-07
464,2e-07
465,2e-07
465,2e-07
466,2e-07
466,2e-07
467,2e-07
467,2e-07
468,2e-07
468,3e-07
469,4e-07
469,5e-07
470,7e-07
470,1e-06
471,1.3e-06
471,1.7e-06
472,2.2e-06
472,2.7e-06
473,3.5e-06
473,4.8e-06
474,7.1e-06
474,9.5e-06
475,7e-06
475,3.5e-06
476,1.8e-06
476,1e-06
477,7e-07
477,5e-07
478,4e-07
478,3e-07
479,2e-07
479,2e-07
480,2e-07
480,2e-07
481,2e-07
481,2e-07
482,2e-07
482,2e-07
483,3e-07
483,3e-07
484,3e-07
484,4e-07
485,4e-07
485,4e-07
486,4e-07
486,4e-07
487,4e-07
487,4e-07
488,4e-07
488,4e-07
489,4e-07
489,4e-07
490,4e-07
490,3e-07
491,3e-07
491,2e-07
492,2e-07
492,2e-07
493,2e-07
493,1e-07
494,1e-07
494,1e-07
495,1e-07
495,1e-07
496,2e-07
496,2e-07
497,2e-07
497,2e-07
498,2e-07
498,2e-07
499,2e-07
499,1e-07
500,1e-07
500,1e-07
501,1e-07
501,1e-07
502,1e-07
502,0
503,0
503,0
504,0
504,0
505,1e-07
505,1e-07
506,1e-07
506,1e-07
507,1e-07
507,1e-07
508,2e-07
508,2e-07
509,3e-07
509,5e-07
510,8e-07
510,1.2e-06
511,1.8e-06
511,2.6e-06
512,3.3e-06
512,3.7e-06
513,3.6e-06
513,3e-06
514,2.2e-06
514,1.5e-06
515,1e-06
515,7e-07
516,5e-07
516,4e-07
517,3e-07
517,3e-07
518,2e-07
518,2e-07
519,2e-07
519,2e-07
520,2e-07
520,2e-07
521,2e-07
521,3e-07
522,3e-07
522,4e-07
523,5e-07
523,7e-07
524,9e-07
524,1.3e-06
525,2e-06
525,2.8e-06
526,3.7e-06
526,4.5e-06
527,4.9e-06
527,5.1e-06
528,5.2e-06
528,5.1e-06
529,4.6e-06
529,3.7e-06
530,2.7e-06
530,1.8e-06
531,1.3e-06
531,9e-07
532,6e-07
532,5e-07
533,4e-07
533,3e-07
534,3e-07
534,2e-07
535,2e-07
535,2e-07
536,2e-07
536,2e-07
537,2e-07
537,2e-07
538,2e-07
538,3e-07
539,3e-07
539,4e-07
540,5e-07
540,7e-07
541,1e-06
541,1.4e-06
542,2.3e-06
542,3.6e-06
543,5.4e-06
543,6.4e-06
544,5.8e-06
544,4.6e-06
545,3.6e-06
545,3e-06
546,2.6e-06
546,2.4e-06
547,2.4e-06
547,2.5e-06
548,2.7e-06
548,3e-06
549,3.6e-06
549,4.4e-06
550,5.7e-06
550,7.7e-06
551,1.07e-05
551,1.51e-05
552,2.1e-05
552,2.65e-05
553,2.77e-05
553,2.37e-05
554,1.77e-05
554,1.25e-05
555,8.7e-06
555,6.2e-06
556,4.5e-06
556,3.3e-06
557,2.5e-06
557,2e-06
558,1.6e-06
558,1.3e-06
559,1.1e-06
559,1e-06
560,9e-07
560,8e-07
561,7e-07
561,7e-07
562,7e-07
562,7e-07
563,7e-07
563,8e-07
564,8e-07
564,9e-07
565,1e-06
