350,0
350,0
351,0
351,0
352,0
352,0
353,0
353,0
354,0
354,0
355,0
355,0
356,0
356,1e-07
357,0
357,0
358,0
358,0
359,0
359,0
360,0
360,1e-07
361,1e-07
361,0
362,2e-07
362,0
363,0
363,0
364,0
364,0
365,0
365,0
366,1.58e-05
366,0
367,0
367,0
368,0
368,1e-07
369,0
369,0
370,0
370,0
371,0
371,0
372,0
372,0
373,0
373,2e-07
374,1e-07
374,1e-07
375,1e-07
375,0
376,0
376,0
377,0
377,0
378,0
378,0
379,0
379,0
380,0
380,0
381,0
381,0
382,0
382,0
383,0
383,0
384,0
384,0
385,0
385,0
386,0
386,0
387,0
387,0
388,0
388,0
389,0
389,0
390,0
390,0
391,0
391,0
392,0
392,1e-07
393,2e-07
393,4e-07
394,1.3e-06
394,4.3e-06
395,1.21e-05
395,7e-06
396,1.6e-06
396,5e-07
397,2e-07
397,1e-07
398,1e-07
398,1e-07
399,1e-07
399,1e-07
400,1e-07
400,1e-07
401,1e-07
401,1e-07
402,3e-07
402,7e-07
403,5e-06
403,1.46e-05
404,1.3e-06
404,5e-07
405,3e-07
405,2e-07
406,2e-07
406,2e-07
407,1e-07
407,1e-07
408,1e-07
408,1e-07
409,0
409,0
410,0
410,0
411,0
411,0
412,0
412,0
413,0
413,0
414,0
414,0
415,0
415,0
416,1e-07
416,1e-07
417,1e-07
417,1e-07
418,2e-07
418,3e-07
419,4e-07
419,6e-07
420,8e-07
420,1.3e-06
421,2.4e-06
421,6.3e-06
422,8.6e-06
422,2.2e-06
423,7e-07
423,3e-07
424,2e-07
424,1e-07
425,1e-07
425,1e-07
426,0
426,0
427,0
427,0
428,0
428,0
429,0
429,0
430,0
430,0
431,0
431,1e-07
432,1e-07
432,1e-07
433,1e-07
433,1e-07
434,1e-07
434,1e-07
435,1e-07
435,1e-07
436,1e-07
436,1e-07
437,1e-07
437,1e-07
438,1e-07
438,1e-07
439,1e-07
439,1e-07
440,1e-07
440,1e-07
441,1e-07
441,1e-07
442,1e-07
442,1e-07
443,0
443,0
444,0
444,1e-07
445,1e-07
445,1e-07
446,1e-07
446,1e-07
447,1e-07
447,1e-07
448,1e-07
448,1e-07
449,1e-07
449,1e-07
450,1e-07
450,1e-07
451,1e-07
451,1e-07
452,1e-07
452,1e-07
453,1e-07
453,1e-07
454,1e-07
454,2e-07
455,3e-07
455,4e-07
456,7e-07
456,9e-07
457,8e-07
457,5e-07
458,4e-07
458,3e-07
459,2e-07
459,2e-07
460,2e-07
460,2e-07
461,2e-07
461,2e-07
462,3e-07
462,3e-07
463,4e-07
463,5e-07
464,7e-07
464,8e-07
465,8e-07
465,7e-07
466,6e-07
466,5e-07
467,4e-07
467,4e-07
468,4e-07
468,4e-07
469,4e-07
469,4e-07
470,5e-07
470,5e-07
471,6e-07
471,7e-07
472,8e-07
472,8e-07
473,9e-07
473,9e-07
474,9e-07
474,9e-07
475,9e-07
475,9e-07
476,1e-06
476,1.2e-06
477,1.5e-06
477,2.1e-06
478,3.1e-06
478,4.8e-06
479,6.5e-06
479,5.5e-06
480,3.5e-06
480,2.1e-06
481,1.4e-06
481,1e-06
482,8e-07
482,7e-07
483,6e-07
483,5e-07
484,5e-07
484,5e-07
485,6e-07
485,6e-07
486,8e-07
486,9e-07
487,1.2e-06
487,1.4e-06
488,1.7e-06
488,1.7e-06
489,1.5e-06
489,1.2e-06
490,9e-07
490,7e-07
491,6e-07
491,5e-07
492,4e-07
492,4e-07
493,3e-07
493,3e-07
494,3e-07
494,3e-07
495,3e-07
495,3e-07
496,3e-07
496,4e-07
497,4e-07
497,5e-07
498,5e-07
498,6e-07
499,7e-07
499,9e-07
500,1.1e-06
500,1.4e-06
501,1.8e-06
501,2.3e-06
502,2.9e-06
502,3.6e-06
503,4.5e-06
503,5.3e-06
504,6.1e-06
504,6.7e-06
505,6.9e-06
505,6.9e-06
506,6.6e-06
506,6.1e-06
507,5.6e-06
507,5.1e-06
508,4.6e-06
508,4.3e-06
509,4e-06
509,3.7e-06
510,3.6e-06
510,3.5e-06
511,3.5e-06
511,3.5e-06
512,3.5e-06
512,3.6e-06
513,3.6e-06
513,3.7e-06
514,3.7e-06
514,3.6e-06
515,3.4e-06
515,3.2e-06
516,3e-06
516,2.8e-06
517,2.6e-06
517,2.4e-06
518,2.3e-06
518,2.2e-06
519,2.2e-06
519,2.2e-06
520,2.3e-06
520,2.5e-06
521,2.8e-06
521,3.3e-06
522,4.2e-06
522,5.7e-06
523,8.7e-06
523,1.59e-05
524,4.16e-05
524,0.000352
525,0.0003359
525,3.72e-05
526,1.32e-05
526,6.7e-06
527,4.1e-06
527,2.8e-06
528,2.1e-06
528,1.6e-06
529,1.3e-06
529,1.1e-06
530,1e-06
530,9e-07
531,8e-07
531,8e-07
532,8e-07
532,7e-07
533,7e-07
533,8e-07
534,8e-07
534,8e-07
535,9e-07
535,1e-06
536,1.1e-06
536,1.2e-06
537,1.4e-06
537,1.6e-06
538,1.8e-06
538,2.1e-06
539,2.5e-06
539,2.9e-06
540,3.5e-06
540,4.2e-06
541,5.1e-06
541,6.5e-06
542,8.4e-06
542,1.15e-05
543,1.67e-05
543,2.56e-05
544,3.75e-05
544,4.01e-05
545,2.76e-05
545,1.58e-05
546,9.3e-06
546,5.8e-06
547,3.9e-06
547,2.8e-06
548,2.1e-06
